SL NO |DIST|PROJ|CIRC|CENTREID|CENTRE CODE|CENTRE|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70
1329|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN00934|DODDABETTAHALLI LAYOUT|1|1|1|1|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1330|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN002527|KUVEMPU NAGARA 2|1|0|0|0|0|0|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1331|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN001409|KUVEMPU NAGAR 1|1|0|0|0|0|0|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1332|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN001422|NARSIPURA|1|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1333|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AK002611|DODDA BPMMASANDRA|1|0|0|0|0|0|1|0|1|1|0|0|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1334|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN001719|GANIGARAHALLI|1|1|1|1|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1335|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN001002|CHIKKABETTAHALLI|1|1|1|1|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1336|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN00945|DODDABETTAHALLI|1|0|0|0|0|0|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1337|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur||AN001008|RAZZAQ PALYA 2|1|1|1|0|0|0|1|0|0|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1338|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur||AN001712|KADUYARAPPANAHALLI|0|1|1|1|1|0|1|0|1|1|1|0|1|1|1|0|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1339|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur||AN002445|MARANAHALLI BANDE|0|1|1|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1340|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur||AN002505|MARANAHALLI|0|1|1|0|0|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1341|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur||AN001432|HUNSURU|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1342|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur||AN002506|DASANAYAKANAHALLI|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1343|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur||AN001705|B K HALLI|0|1|1|1|0|0|1|1|0|0|1|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1344|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur||AN00972|BAGLUR COLONY|0|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1||
1345|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur||AN001407|MARALUKUNTE|0|1|1|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1346|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur||AN00969|B.S.PALYA|0|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1347|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur||AN001431|YADIYURU|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|NA|NA|NA|NA|NA|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1348|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur||AN001704|MAHADEVA KODIGE HALLI|1|1|1|1|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1349|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur||AN001707|BAYALAHALLI|0|1|1|1|1|0|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1350|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur||AN001713|B.K.H.PALYA|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1||
1351|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur||AN001427|HOOVINAYAKAN HALLI|1|1|1|1|0|0|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1352|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur||AN00287|CHOKKANAHALLI|1|1|1|1|1|0|1|0|1|1|1|0|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1353|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur||AN00980|BAGLUR 1|1|1|1|0|0|0|1|0|1|1|1|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1354|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur||AN00984|BAGLUR 2|NA|1|1|1|1|0|1|0|1|1|1|1|0|0|1|1|1|NA|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1||
1355|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur||AN001702|GOPAL PURA 1|1|1|1|1|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1||
1356|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur|31532||ARBINMANGALA|1|1|1|1|0|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1357|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur|31538||SINGNHALLI|0|1|1|1|1|0|0|0|0|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1358|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur|31492||MYLAHALLI|NA|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1359|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur|31281||M.HOSAHALLI|NA|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1360|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur|31283||MANCHANHALLI|NA|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1361|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur|29710||MARSANDRA|NA|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1362|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur|33871||CHAGALETTI|NA|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1363|Bangalore|BANGALORE NORTH (Yelahanka)|Baglur||AN001003|RAZZAQ PALYA 1|0|1|1|0|0|0|1|0|0|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1364|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN001846|SEETHAKEMPANAHALLI|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1365|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN001369|DANDANAPALYA|0|0|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1366|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN00840|KARLAPURA|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1367|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN00846|HAROHALLIPALYA|1|1|1|1|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1368|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali|30861||ANANTHPURA|1|0|1|1|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1369|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN001363|HANIYURU|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|0|0|0|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1||
1370|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN00971|RAMAGONDANA HALLI 1|NA|1|1|1|0|1|1|0|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1371|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN00973|RAMAGONDANA HALLI 2|1|1|1|1|1|1|1|0|1|1|0|1|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1||
1372|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN001367|CHANNASANDRA|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|0|0|1|1|0|0|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1373|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN00834|SONNENAHALLI|1|NA|1|1|0|0|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1374|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN002486|HAROHALLI 1|1|1|1|1|0|1|1|0|1|1|0|0|0|0|0|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1||
1375|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN002465|NAGENAHALLI|1|1|1|1|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1376|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN002303|MADAPPANA HALLI|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|NA|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1377|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN001418|HONNENAHALLI|1|1|1|1|1|1|1|1|1|1|0|1|0|0|0|1|1|1|1|1|1|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1378|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN001413|SINGANAYAKANAHALLI 1|1|1|1|1|0|0|1|0|1|0|0|0|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1379|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN002886|SINGANAYAKANAHALLI 2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1380|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali|31269||AVALAHALLI|1|1|1|1|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1381|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN001375|SEERESANDRA|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|0|0|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1382|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN002312|KAKOLU|1|0|1|1|0|0|1|0|1|1|0|0|1|1|0|0|0|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1383|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN00848|NAGADASANAHALLI|1|1|1|1|0|1|1|1|1|1|0|1|0|0|1|1|1|1|1|1|1|0|0|0|0|1|1|1|0|0|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1384|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN002840|KAKOLU COLONY|1|1|1|1|0|0|1|0|1|1|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|0|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1385|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN001844|KARLAPUR PALYA|1|1|1|1|0|1|1|1|1|1|0|1|0|0|0|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1386|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN001435|CHALLAHALLI|1|NA|1|1|0|1|1|1|1|1|0|0|0|0|0|0|0|1|1|1|1|0|0|0|0|1|0|0|0|0|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1||
1387|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN002845|DIBBURU|1|1|1|1|1|0|1|1|1|1|1|0|1|0|0|0|1|1|1|1|1|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1388|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali|33812||MADAPPANA HALLI|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1||
1389|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN002488|GUNTIGANAHALLI|1|1|1|1|0|1|1|1|1|1|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1390|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN002528|MUDHINAHALLI|1|1|1|1|0|1|1|1|1|1|0|1|1|0|0|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1391|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN002307|KAMAKSHI PURA|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1||
1392|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali|34081||KENCHANHALLI|1|1|1|1|0|1|1|0|1|1|0|1|0|0|0|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|NA|0|0|1|1|1|1|1|1|1|1|1|1|1||
1393|Bangalore|BANGALORE NORTH (Yelahanka)|Sonnenahali||AN001406|BYATHA|NA|1|1|1|0|0|1|0|1|1|0|0|0|0|0|1|1|1|1|1|1|0|0|0|1|1|1|1|0|0|0|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|NA|1|1|1|1|1|1|1|1|1|1||
1394|Bangalore|BANGALORE NORTH (Yelahanka)|Yalahanka||AN001711|AGRAHARALAYOUT 2|1|1|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|1|1|1|0|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1||
1395|Bangalore|BANGALORE NORTH (Yelahanka)|Yalahanka||AN001466|KOGILU|1|0|0|0|0|0|1|0|1|1|1|0|1|1|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|1|1|0|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1396|Bangalore|BANGALORE NORTH (Yelahanka)|Yalahanka||AN00967|KOGILU LAYOUT 1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|1|1|1|0|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1||
1397|Bangalore|BANGALORE NORTH (Yelahanka)|Yalahanka||AN002411|AMRUTHAHALLI KENDRA 1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1398|Bangalore|BANGALORE NORTH (Yelahanka)|Yalahanka||AN002493|AMRUTHAHALLI KENDRA 2|1|0|1|1|0|0|0|0|0|0|1|0|0|0|1|0|0|0|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|1|1|0|0|1|1|1|1|1|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1||
1399|Bangalore|BANGALORE NORTH (Yelahanka)|Yalahanka||AN002409|SURABHI LAYOUT 1|1|0|0|0|0|1|1|1|0|1|1|0|1|1|1|0|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1||
1400|Bangalore|BANGALORE NORTH (Yelahanka)|Yalahanka||AK001703|SAMPIGEHALLI|1|1|1|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1401|Bangalore|BANGALORE NORTH (Yelahanka)|Yalahanka||AN002619|MURTHY NAGAR|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|1|1|1|1|1|1||
