SL NO |DIST|PROJ|CIRC|CENTREID|CENTRE CODE|CENTRE|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70
1257|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra|31267||CHIKKA  BANAVARA 3|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1258|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra||AN002335|NAGASANDRA|1|1|1|0|0|0|0|0|1|1|1|0|0|0|0|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1||
1259|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra|33835||DODDABIDARAKALU|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1260|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra||AN002552|RAVENDRANAGAR|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1261|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra||AN002645|RAJIV GANDHINAGAR|1|1|1|0|0|1|1|0|1|1|1|0|0|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1||
1262|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra||AN002406|TIPPENAHALLI|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1||
1263|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra|30773||CHIKKASANDRA 1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1264|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra|33838||CHIKKASANDRA 2|1|0|0|0|1|1|1|0|1|1|1|0|1|1|1|0|0|1|1|1|1|0|0|1|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1265|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra|31256||CHIKKABANVARA 2|1|1|1|1|0|1|1|1|1|1|1|0|1|1|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA |NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA||
1266|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra||AN001143|CHIKKABANVARA 1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1267|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra||AN00843|KOLUVARAYANAHALLI|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|0|0|0|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1268|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra||AN00842|MATHKUR 1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1||
1269|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra||AN00987|MATHKURU COLONY|1|1|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|0|1|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1270|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra||AN001552|CHANANAYAKANA PALYA|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1271|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra||AN001163|CHOKKASANDRA 2|1|1|0|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1272|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra||AN002672|CHOKKASANDRA  |1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1273|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra||AN002673|MAHESHVARINAGARA|1|0|0|1|0|1|0|0|1|1|1|1|0|0|1|0|0|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1||
1274|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra||AN002369|MUNNESHVARA NAGAR|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1275|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra||AN001346|T DASARA HALLI|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1276|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra||AN002412|KATHAN NAGAR|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1||
1277|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra||AN002408|MALLSANDRA 1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|1|0|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1278|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra||AN002485|MALLASANDRA 2|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1279|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra||AN001361|MANJUNATHANAGAR 1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1280|Bangalore|BANGALORE NORTH (Yelahanka)|Mallasandra||AN001365|MANJUNATHANAGAR 2|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|0|0|0|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1281|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli||AN001155|HEGGENAHALLI 1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|1|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1||
1282|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli||AN001167|HEGGENAHALLI 2|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1||
1283|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli||AN00634|KENGUNTE|1|0|1|1|1|1|1|0|1|0|1|0|1|1|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1284|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli||AN00641|MALLATHAHALLI|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|NA|0|0|1|1|1|1|1|1|1|1|1|1||
1285|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli||AN002546|BYADARAHALLI 1|1|0|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1286|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli||AN001382|KARIM SAB LAYOUT(SRIGANDADANAGARA)|1|0|0|0|0|1|1|1|1|0|1|0|1|1|1|0|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1287|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli||AN001162|HANUMANTHARAYANAPALYA|1|0|1|0|1|1|1|1|1|1|0|0|0|1|0|1|1|1|1|0|0|0|0|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|NA|0|NA|NA|NA|NA|NA|1|0|0|0|0|1|1|1|1|NA|0|0|1|NA|NA|NA|NA|NA|NA|NA|NA|NA||
1288|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli|31038||ANJANAGAR|1|1|1|1|0|1|0|1|1|0|1|1|0|0|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1289|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli|31042||GIDADHAKONENAHALLI|1|0|1|0|0|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1290|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli|31028||KODIGEHALLI 1|1|0|0|0|0|1|1|1|1|1|1|1|0|0|1|0|1|1|1|1|0|0|0|1|1|1|1|1|0|0|0|1|1|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|NA|NA|NA|NA|NA|NA|NA|1|1|1|1|1|1|1|1|1|1|1|NA||
1291|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli|31012||SEEGEHALLI|1|0|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1292|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli|31207||KEBBEHALLI|1|1|1|1|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|0|1|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1293|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli|31212||MUDDINAHALLI|1|0|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1||
1294|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli|31016||KODEGEHALLICOLONY|1|0|1|1|1|1|1|0|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1295|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli|31000||PAPPAREDDYPALYA|1|1|1|0|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1||
1296|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli|31037||GOLLARAHATTI|1|0|1|1|1|1|0|0|1|1|1|0|0|0|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1297|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli|31036||KANNAHALLI|1|0|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1298|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli|31013||ANDRAHALLI|1|0|0|0|0|1|0|0|0|1|1|0|0|0|1|0|1|1|1|1|0|0|0|0|1|1|1|1|0|1|1|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1299|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli|31022||HEROHALLI|1|0|1|1|0|1|0|1|1|1|0|0|0|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1300|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli|31221||ULLAL UPANAGAR 1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1||
1301|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli|31201||ULLAL UPANAGAR 2|NA|1|1|0|0|1|1|1|1|1|0|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|1|NA|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1||
1302|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli|31191||ULLAL UPANAGAR 3|1|0|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|0|0|0|0|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1||
1303|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli|31373||MANGNHALLI|1|1|1|0|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1304|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli|30521||MALGALU 2|1|1|1|0|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1305|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli|31411||ULLALU BASTHI|1|1|1|0|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1306|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli|NO CODE||BASAVESHWARANAGAR|1|1|1|0|0|1|1|1|1|1|0|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1307|Bangalore|BANGALORE NORTH (Yelahanka)|Hreohalli||AN00626|MALAGALA|1|0|1|1|0|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|0|0|0|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1308|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN001006|SINGAPURA|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|0|1|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1309|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN002427|THINDLU 2|1|1|1|1|0|1|1|1|1|1|0|1|0|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1310|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN002414|THINDLU 1|1|1|1|1|0|1|1|1|1|1|0|1|0|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1311|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN001426|VINAYAKANAGARA|1|0|1|1|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1312|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN001376|VARADARAJANAGARA|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1||
1313|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN002526|HOSABALUNAGAR|1|1|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1||
1314|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN001404|KEREGUDDADAHALLI|1|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1315|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN002525|MURTHI NAGARA|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1316|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN00872|KEBBE PALYA|1|1|1|1|0|0|1|0|1|1|0|0|0|0|1|1|1|1|1|1|0|0|0|0|1|0|0|0|0|0|0|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|0|0|0|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1317|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN001018|VADERAHALLI 2|1|1|1|1|1|1|1|1|1|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1318|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN001416|M.S.PALYA 2|1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|1|1|1|1|0|0|0|0|1|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1319|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN001436|MEDIAGRAHARA|1|1|1|1|0|1|1|1|1|1|0|1|0|0|1|1|1|1|1|0|1|1|1|0|0|1|0|0|0|0|0|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1320|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN00933|VEERASAGAR|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1321|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN00940|KEMPANAHALLI|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1322|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN002410|KEREGUDADAHALLI|1|1|0|0|0|0|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1323|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN001022|ABBIGERE 2|1|1|1|1|0|1|1|1|1|1|0|1|0|0|1|1|1|1|1|1|1|1|0|1|1|1|0|0|0|0|0|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|NA||
1324|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN001013|ABBEGERE COLONY|1|1|1|1|0|1|1|1|1|1|0|1|0|0|1|1|1|1|1|1|1|1|0|1|1|1|0|0|0|0|0|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1325|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN001428|RAMACHANDRAPURA|1|1|1|1|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1326|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN001441|M.S.PALYA 1|1|0|0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1327|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN001019|SOMASHETTYHALLI|1|1|1|1|0|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
1328|Bangalore|BANGALORE NORTH (Yelahanka)|Abbigere||AN001012|LAKSHMIPURA|1|1|1|1|0|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1||
